sponsor_ref,global_id
1507366,03430064
1507375,03430066
1507375,03430066
1507382,03430067
1507382,03430067
1507386,03430068
1507390,03430069
1507395,03430070
1507405,03430072
1507418,03430075
1507423,03430076
1507440,03430079
1507455,03430082
1507464,03430084
1507464,03430084
1507482,03430088
1507491,03430090
1507491,03430090
1507514,03430094
1507528,03430096
1507549,03430101
1507571,03430105
1507571,03430105
1507571,03430105
1507571,03430105
1507576,03430106
1507581,03430107
1507590,03430108
1507594,03430109
1507594,03430109
1507607,03432112
1507124,03432115
1507153,03432116
1507178,03432117
1507203,03432118
1507207,03432119
1507211,03432120
1507221,03432121
1507225,03432122
1507232,03432123
1507232,03432123
1507241,03432125
1507241,03432125
1507241,03432125
1507241,03432125
1507241,03432125
1507241,03432125
1507249,03432126
1507254,03432127
1507258,03432128
1507275,03432131
1507279,03432132
1507279,03432132
1507279,03432132
1507279,03432132
1507279,03432132
1507279,03432132
1507279,03432132
1507315,03432139
1507315,03432139
1507319,03432140
1507323,03432141
1507332,03432143
1507336,03432144
1507348,03432147
1507348,03432147
1507352,03432148
1507360,03432150
1507365,03432151
1507369,03432152
1507379,03432154
1507385,03432155
1507389,03432156
1507394,03432157
1507394,03432157
1507408,03432160
1507413,03432161
1507421,03432163
1507463,03432171
1507476,03432174
1507476,03432174
1507481,03432175
1507486,03432176
1507490,03432177
1507490,03432177
1507494,03432178
1507500,03432179
1507512,03432181
1507512,03432181
1507512,03432181
1507544,03432187
1507548,03432188
1507553,03432189
1507580,03432194
1507587,03432195
1507587,03432195
1507587,03432195
1507587,03432195
1507593,03432196
1507593,03432196
1507593,03432196
1507597,03432197
1507618,03432202
1507639,03432207
1507644,03432208
1507619,03432214
1507619,03432214
1507627,03432216
1507635,03432218
1507640,03432219
1507661,03432223
1507661,03432223
1507669,03432225
1507678,03432227
1507678,03432227
1507682,03432228
1507704,03432233
1507708,03432234
1507712,03432235
1507720,03432237
1507734,03432240
1507738,03432241
1507747,03432243
1507752,03432244
1507761,03432246
1507761,03432246
1507766,03432247
1507776,03432249
1507787,03432251
1507787,03432251
1507791,03432252
1507823,03432258
1507830,03432259
1507838,03432261
1507847,03432263
1507851,03432264
1507867,03432267
1507875,03432269
1507881,03432270
1507886,03432271
1507895,03432273
1507902,03432274
1507906,03432275
1507910,03432276
1507914,03432277
1507921,03432278
1507931,03432280
1507943,03432282
1507956,03432285
1507956,03432285
1508097,03432294
1508104,03432295
1508120,03432298
1508126,03432299
1508132,03432300
1508146,03432303
1508146,03432303
1508146,03432303
1508154,03432304
1508159,03432305
1508171,03432307
1508175,03432308
1508179,03432309
1507677,03434113
1507681,03434114
1507685,03434115
1507707,03434120
1507715,03434122
1507723,03434124
1507727,03434125
1507733,03434126
1507737,03434127
1507745,03434129
1507751,03434130
1507751,03434130
1507751,03434130
1507755,03434131
1507764,03434133
1507770,03434134
1507786,03434137
1507790,03434138
1507794,03434139
1507799,03434140
1507820,03434144
1507833,03434146
1507837,03434147
1507841,03434148
1507870,03434154
1507870,03434154
1507874,03434155
1507905,03434161
1507909,03434162
1507909,03434162
1507913,03434163
1507926,03434165
1507930,03434166
1507930,03434166
1507942,03434168
1507946,03434169
1507946,03434169
1507978,03434176
1507987,03434178
1507987,03434178
1508054,03434179
1508110,03434182
1508110,03434182
1508115,03434183
1508119,03434184
1508119,03434184
1508119,03434184
1508119,03434184
1508125,03434185
1508130,03434186
1508130,03434186
1508136,03434187
1508170,03434193
1508174,03434194
1508183,03434196
1508187,03434197
1508187,03434197
1508195,03434199
1508204,03434201
1508209,03434202
1508209,03434202
1508215,03434203
1508226,03434204
1508236,03434205
1508241,03434206
754446,03434207
754450,03434208
754461,03434209
754485,03434212
754489,03434213
754500,03434214
754509,03434215
754509,03434215
754513,03434216
754548,03434218
754552,03434219
754579,03434221
754593,03434222
754617,03434224
754621,03434225
754691,03434230
754696,03434231
754710,03434233
754710,03434233
754753,03434237
754769,03434239
754816,03434243
754847,03434248
754868,03434252
754868,03434252
754909,03434258
754951,03434263
754975,03434266
754979,03434267
754979,03434267
754979,03434267
754992,03434268
754992,03434268
755010,03434270
755010,03434270
755017,03434271
755025,03434272
755125,03434277
755144,03434279
755144,03434279
755173,03434281
755195,03434283
755216,03434285
755216,03434285
755228,03434286
755287,03434291
755287,03434291
755346,03434295
755350,03434296
1501544,03434299
1501544,03434299
1501566,03434303
1501570,03434304
1501582,03434306
1501582,03434306
1501582,03434306
1501582,03434306
1501598,03434309
1501623,03436113
1501636,03436116
1501656,03436120
1501664,03436122
1501676,03436125
1501685,03436127
1501685,03436127
1501685,03436127
1501685,03436127
1501694,03436129
1501702,03436131
1501739,03436139
1501743,03436140
1501751,03436142
1501760,03436144
1501790,03436146
1501814,03436147
1501836,03436148
1501864,03436149
1501914,03436150
1501914,03436150
1501935,03436151
1501972,03436152
1502008,03436153
1502092,03436155
1502114,03436156
1502183,03436159
1502249,03436161
1502266,03436162
1502424,03436166
1502473,03436168
1502514,03436169
1502514,03436169
1502535,03436170
1502550,03436171
1502580,03436172
1502626,03436174
1502649,03436175
1502678,03436176
1502678,03436176
1502703,03436177
1502746,03436178
1502746,03436178
1502771,03436179
1502809,03436180
1502839,03436181
1502928,03436184
1502962,03436186
1503020,03436188
1503057,03436189
1503120,03436191
1503133,03436192
755382,03436194
755382,03436194
755382,03436194
755382,03436194
755382,03436194
755387,03436195
755393,03436196
755393,03436196
755415,03436198
755427,03436199
755433,03436200
755442,03436201
755470,03436204
755470,03436204
755481,03436206
755481,03436206
755481,03436206
755495,03436207
755510,03436209
755561,03436212
755597,03436215
755601,03436216
755601,03436216
755601,03436216
755605,03436217
755620,03436219
755694,03436223
755719,03436224
780041,03436226
1500400,03436229
1501001,03436231
1501001,03436231
1501006,03436232
1501017,03436234
1501017,03436234
1501017,03436234
1501017,03436234
1501017,03436234
1501017,03436234
1501022,03436235
1501022,03436235
1501031,03436237
1501035,03436238
1501049,03436240
1501056,03436241
1501069,03436243
1501078,03436244
1501082,03436245
1501082,03436245
1501093,03436247
1501104,03436248
1501113,03436249
1501123,03436250
1501145,03436253
1501165,03436257
1501170,03436258
1501183,03436261
1501183,03436261
1501183,03436261
1501344,03436268
1501355,03436270
1501364,03436272
1501364,03436272
1501368,03436273
1501386,03436275
1501392,03436276
1501396,03436277
1501407,03436279
1501407,03436279
1501417,03436280
1501421,03436281
1503179,03436288
1503211,03436289
1503242,03436290
1503242,03436290
1503242,03436290
1503262,03436291
1503262,03436291
1503287,03436292
1503312,03436293
1503312,03436293
1503350,03436294
1503405,03436296
1503494,03436298
1503516,03436299
1503667,03436304
1503689,03436305
1503703,03436307
1503735,03436308
1503764,03436309
1503835,03437911
1503868,03437912
1503894,03437913
1503963,03437915
1503990,03437916
1504045,03437918
1504128,03437920
1504187,03437921
1504187,03437921
1504227,03437922
1504292,03437924
1504292,03437924
1504387,03437927
1504415,03437928
1504465,03437929
1504509,03437930
1504560,03437932
1504560,03437932
1504646,03437934
1504706,03437936
1504735,03437937
1504747,03437938
1504786,03437939
1504797,03437940
1504811,03437941
1504858,03437943
1504894,03437944
1504904,03437945
1504904,03437945
1504923,03437946
1505000,03437947
1505094,03437951
1505118,03437952
1505157,03437953
1505194,03437954
1505211,03437955
1505242,03437956
1505262,03437957
1505287,03437958
1505287,03437958
1505326,03437959
1505351,03437960
1505376,03437961
1505391,03437964
1505396,03437965
1505400,03437966
1505400,03437966
1505406,03437967
1505434,03437971
1505452,03437973
1505472,03437974
1505504,03437977
1501551,03437980
1501555,03437981
1501561,03437982
1501565,03437983
1501574,03437985
1501580,03437986
1501588,03437987
1501592,03437988
1501607,03437991
1501607,03437991
1501622,03437993
1501622,03437993
1501626,03437994
1501631,03437995
1501648,03437999
1501652,03438000
1501652,03438000
1501652,03438000
1501652,03438000
1501663,03438002
1501667,03438003
1501675,03438005
1501689,03438008
1501693,03438009
1501701,03438011
1501709,03438013
1501721,03438016
1501721,03438016
1501738,03438019
1501742,03438020
1501755,03438023
1501763,03438025
1501813,03438027
1501888,03438030
1501927,03438031
1502003,03438033
1502043,03438034
1502154,03438038
1502182,03438039
1502235,03438041
1502262,03438042
1502275,03438043
1502332,03438045
1502472,03438048
1502472,03438048
1502508,03438049
1502534,03438050
1502545,03438051
1502576,03438052
1502596,03438053
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502623,03438054
1502639,03438055
1502669,03438056
1502669,03438056
1502696,03438057
1502745,03438058
1502768,03438059
1502837,03438061
1502927,03438064
1502927,03438064
1502927,03438064
1502960,03438066
1503016,03438068
1503055,03438069
1503132,03438072
1503147,03438073
1503188,03438075
1503239,03438076
1503255,03438077
1503286,03438078
1503302,03438079
1503340,03438080
1503402,03438082
1503402,03438082
1503441,03438083
1503504,03438085
1503552,03438087
1503631,03438089
1503663,03438090
1503783,03438096
1503834,03438097
1503866,03438098
1503916,03438100
1503916,03438100
1503916,03438100
1503916,03438100
1504007,03438103
1504042,03438104
1504076,03438105
1504117,03438106
1504180,03438107
1504249,03438109
1504271,03439510
1504339,03439511
1504339,03439511
1504385,03439513
1504407,03439514
1504524,03439517
1504546,03439518
1504593,03439519
1504593,03439519
1504672,03439521
1504695,03439522
1504730,03439523
1504745,03439524
1504785,03439525
1504796,03439526
1504806,03439527
1504820,03439528
1504852,03439529
1504977,03439533
1505027,03439534
1505091,03439537
1505190,03439540
1505223,03439542
1505280,03439544
1505347,03439546
1505357,03439547
1505385,03439549
1505410,03439554
1505415,03439555
1505415,03439555
1505451,03439559
1505476,03439561
1505518,03439562
1505544,03439564
1505544,03439564
1505544,03439564
1505548,03439565
1505558,03439567
1505567,03439569
1505578,03439571
1505578,03439571
1505582,03439572
1505582,03439572
1505588,03439573
1505593,03439574
1505598,03439575
1505614,03439578
1505627,03439581
1505639,03439584
1505643,03439585
1505652,03439587
1505652,03439587
1505660,03439589
1505676,03439592
1505681,03439593
1505690,03439594
1505694,03439595
1505704,03439597
1505704,03439597
1505719,03439600
1505719,03439600
1505719,03439600
1505723,03439601
1505742,03439604
1505746,03439605
1505753,03439606
1505758,03439607
1505763,03439608
1505771,03439610
1505776,03439611
1505793,03439614
1505793,03439614
1505799,03439615
1505805,03439616
1505831,03439617
1505836,03439618
1505858,03439622
1505858,03439622
1505871,03439625
1505871,03439625
1505871,03439625
1505871,03439625
1505871,03439625
1505875,03439626
1505908,03439633
1505916,03439635
1505921,03439636
1505925,03439637
1505925,03439637
1505934,03439639
1505939,03439640
1505944,03439641
1505949,03439642
1505971,03439645
1505983,03439648
1506001,03439652
1506001,03439652
1506001,03439652
1506016,03439655
1506021,03439656
1506025,03439657
1506029,03439658
1506029,03439658
1506053,03439663
1506067,03439666
1506067,03439666
1506067,03439666
1506067,03439666
1506101,03439674
1506113,03439677
1506121,03439679
1506138,03439683
1506165,03439689
1506174,03439691
1506182,03439693
1506188,03439694
1506192,03439695
1506201,03439697
1506214,03439700
1506219,03439701
1506229,03439703
1506237,03439705
1506237,03439705
1506237,03439705
1506237,03439705
1506237,03439705
1506237,03439705
1506237,03439705
1506237,03439705
1506237,03439705
1506237,03439705
1506243,03439706
1506243,03439706
1506247,03439707
1506320,03441110
1506320,03441110
1506320,03441110
1506324,03441111
1506333,03441112
1506333,03441112
1506333,03441112
1506333,03441112
1506390,03441114
1506390,03441114
1506428,03441116
1506437,03441118
1506441,03441119
1506463,03441124
1506467,03441125
1506471,03441126
1506471,03441126
1506477,03441127
1506492,03441130
1506492,03441130
1506501,03441132
1506538,03441140
1506546,03441141
1506562,03441144
1506571,03441146
1506575,03441147
1506601,03441151
1506606,03441152
1505500,03441155
1505517,03441156
1505537,03441157
1505543,03441158
1505553,03441160
1505557,03441161
1505562,03441162
1505566,03441163
1505570,03441164
1505581,03441166
1505634,03441177
1505642,03441179
1505680,03441187
1505680,03441187
1505680,03441187
1505680,03441187
1505693,03441189
1505699,03441190
1505699,03441190
1505703,03441191
1505722,03441195
1505726,03441196
1505730,03441197
1505741,03441198
1505752,03441200
1505766,03441203
1505770,03441204
1505775,03441205
1505782,03441206
1505782,03441206
1505798,03441209
1505804,03441210
1505841,03441213
1505857,03441216
1505857,03441216
1505911,03441228
1505920,03441230
1505924,03441231
1505933,03441233
1505948,03441236
1505961,03441238
1505968,03441239
1505974,03441240
1505986,03441243
1505994,03441245
1506618,03441252
1506628,03441254
1506632,03441255
1506638,03441256
1506661,03441261
1506665,03441262
1506678,03441265
1506686,03441267
1506686,03441267
1506686,03441267
1506700,03441270
1506709,03441272
1506721,03441274
1506727,03441275
1506727,03441275
1506727,03441275
1506727,03441275
1506727,03441275
1506746,03441279
1506763,03441283
1506775,03441286
1506775,03441286
1506775,03441286
1506780,03441287
1506780,03441287
1506780,03441287
1506780,03441287
1506780,03441287
1506780,03441287
1506785,03441288
1506797,03441290
1506823,03441296
1506823,03441296
1506829,03441297
1506829,03441297
1506834,03441298
1506870,03441305
1506874,03441306
1506907,03442513
1506912,03442514
1506918,03442515
1506922,03442516
1506927,03442517
1506935,03442519
1506942,03442520
1506953,03442522
1506957,03442523
1506962,03442524
1506970,03442526
1506978,03442528
1506994,03442531
1506998,03442532
1507011,03442534
1507020,03442536
1507027,03442537
1507041,03442538
1507047,03442539
1507076,03442543
1507076,03442543
1507080,03442544
1507102,03442547
1506028,03442549
1506028,03442549
1506037,03442551
1506043,03442552
1506047,03442553
1506051,03442554
1506066,03442557
1506096,03442564
1506104,03442566
1506116,03442569
1506132,03442573
1506156,03442578
1506156,03442578
1506168,03442581
1506187,03442585
1506191,03442586
1506200,03442588
1506204,03442589
1506228,03442594
1506236,03442596
1506242,03442597
1506246,03442598
1506250,03442599
1506259,03442600
1506319,03442601
1506323,03442602
1506359,03442604
1506405,03442606
1506440,03442610
1506449,03442612
1506454,03442613
1506458,03442614
1506458,03442614
1506466,03442616
1506470,03442617
1506470,03442617
1506470,03442617
1506476,03442618
1506480,03442619
1506485,03442620
1506495,03442622
1506495,03442622
1506505,03442624
1506505,03442624
1506513,03442626
1506513,03442626
1506543,03442632
1506553,03442634
1506558,03442635
1506579,03442639
1506600,03442642
1506604,03442643
1507145,03442648
1507172,03442649
1507206,03442651
1507210,03442652
1507220,03442653
1507224,03442654
1507240,03442657
1507247,03442658
1507253,03442659
1507253,03442659
1507282,03442665
1507292,03442667
1507297,03442668
1507303,03442669
1507314,03442671
1507318,03442672
1507322,03442673
1507327,03442674
1507335,03442676
1507339,03442677
1507343,03442678
1507343,03442678
1507347,03442679
1507347,03442679
1507351,03442680
1507355,03442681
1507368,03442684
1507368,03442684
1507384,03442687
1507388,03442688
1507399,03442690
1507403,03442691
1507411,03442693
1507420,03442695
1507426,03442696
1507431,03442697
1507438,03442698
1507442,03442699
1507453,03442701
1507462,03442703
1507462,03442703
1507462,03442703
1507466,03442704
1507475,03442706
1507489,03442709
1507493,03443910
1507499,03443911
1507503,03443912
1507511,03443913
1507534,03443917
1507543,03443919
1507547,03443920
1507552,03443921
1507565,03443923
1507625,03443936
1507629,03443937
1507633,03443938
1506621,03443941
1506621,03443941
1506631,03443943
1506631,03443943
1506646,03443946
1506646,03443946
1506673,03443952
1506677,03443953
1506681,03443954
1506681,03443954
1506695,03443957
1506699,03443958
1506712,03443961
1506717,03443962
1506730,03443964
1506754,03443969
1506758,03443970
1506762,03443971
1506766,03443972
1506784,03443976
1506795,03443978
1506809,03443981
1506822,03443984
1506822,03443984
1506837,03443987
1506837,03443987
1506851,03443989
1506857,03443990
1506861,03443991
1506865,03443992
1506865,03443992
1506865,03443992
1506869,03443993
1506873,03443994
1506883,03443996
1506887,03443997
1506891,03443998
1506897,03443999
1506911,03444002
1506926,03444005
1506951,03444010
1506960,03444012
1506965,03444013
1506969,03444014
1506969,03444014
1506993,03444019
1506997,03444020
1507002,03444021
1507046,03444027
1507054,03444028
1507058,03444029
1507064,03444030
1507079,03444032
1507085,03444033
1507095,03444034
1507647,03444036
1507655,03444037
1507659,03444038
1507667,03444040
1507676,03444042
1507690,03444045
1507698,03444047
1507718,03444052
1507736,03444056
1507740,03444057
1507749,03444059
1507758,03444061
1507769,03444063
1507785,03444066
1507789,03444067
1507797,03444069
1507806,03444071
1507828,03444074
1507832,03444075
1507836,03444076
1507840,03444077
1507860,03444081
1507869,03444083
1507873,03444084
1507884,03444086
1507888,03444087
1507898,03444089
1507908,03444091
1507912,03444092
1507929,03444095
1507929,03444095
1507929,03444095
1507935,03444096
1507939,03444097
1507939,03444097
1507949,03444099
1507949,03444099
1507969,03444103
1508078,03444109
1508108,03445311
1508114,03445312
1508118,03445313
1508135,03445316
1508139,03445317
1508144,03445318
1508148,03445319
1508156,03445320
1508162,03445321
1508169,03445322
1508169,03445322
1508173,03445323
1508181,03445325
1508190,03445327
1508208,03445331
1508214,03445332
1507105,03445333
1507141,03445336
1507164,03445337
1507209,03445340
1507234,03445344
1507245,03445346
1507245,03445346
1507251,03445347
1507251,03445347
1507256,03445348
1507260,03445349
1507264,03445350
1507273,03445351
1507277,03445352
1507281,03445353
1507281,03445353
1507286,03445354
1507286,03445354
1507295,03445356
1507295,03445356
1507295,03445356
1507300,03445357
1507300,03445357
1507300,03445357
1507313,03445359
1507317,03445360
1507350,03445368
1507358,03445370
1507363,03445371
1507367,03445372
1507383,03445375
1507387,03445376
1507391,03445377
1507406,03445380
1507410,03445381
1507415,03445382
1507425,03445384
1507429,03445385
1507488,03445397
1507492,03445398
1507498,03445399
1507502,03445400
1507502,03445400
1507510,03445401
1507517,03445402
1507542,03445407
1507550,03445409
1507558,03445410
1507564,03445411
1507584,03445415
1507591,03445416
1507591,03445416
1507595,03445417
1507600,03445418
1507620,03445423
1507628,03445425
1507636,03445427
1507642,03445428
1507646,03445429
1507658,03445431
1507662,03445432
1507666,03445433
1507679,03445436
1507683,03445437
1507697,03445440
1507717,03445445
1507717,03445445
1507725,03445447
1507735,03445449
1507735,03445449
1507735,03445449
1507735,03445449
1507735,03445449
1507739,03445450
1507743,03445451
1507743,03445451
1507748,03445452
1507753,03445453
1507757,03445454
1507772,03445457
1507788,03445460
1507805,03445464
1507813,03445465
1507813,03445465
1507813,03445465
1507831,03445468
1507831,03445468
1507831,03445468
1507831,03445468
1507835,03445469
1507835,03445469
1507839,03445470
1507843,03445471
1507852,03445473
1507863,03445475
1507882,03445479
1507887,03445480
1507892,03445481
1507903,03445483
1507907,03445484
1507911,03445485
1507933,03445489
1507938,03445490
1507944,03445491
1507957,03445494
1507967,03445496
1507976,03445498
1507989,03445501
1508074,03445502
1508113,03445505
1508123,03445507
1508128,03445508
1508138,03446510
1508142,03446511
1508142,03446511
1508147,03446512
1508161,03446514
1508161,03446514
1508161,03446514
1508172,03446516
1508176,03446517
1508185,03446519
1508189,03446520
1508193,03446521
1508193,03446521
1508201,03446523
1508207,03446524
1508212,03446525
1508221,03446526
1508245,03446527
1508250,03446528
1508250,03446528
1508254,03446529
1508258,03446530
1508268,03446532
1508272,03446533
1508280,03446535
1508280,03446535
1508288,03446537
1508297,03446539
1508297,03446539
1508301,03446540
1508306,03446541
1508317,03446543
1508325,03446545
1508329,03446546
1508329,03446546
1508339,03446548
1508348,03446550
1508353,03446551
1508362,03446553
1508366,03446554
1508370,03446555
1508374,03446556
1508378,03446557
1508378,03446557
1508378,03446557
1508383,03446558
1508383,03446558
1508407,03446563
1508407,03446563
1508411,03446564
1508416,03446565
1508420,03446566
1508420,03446566
1508424,03446567
1508436,03446570
1508440,03446571
1508445,03446572
1508445,03446572
1508464,03446575
1508468,03446576
1508472,03446577
1508472,03446577
1508476,03446578
1508480,03446579
1508488,03446581
1508492,03446582
1508496,03446583
1508500,03446584
1508505,03446585
1508518,03446587
1508528,03446589
1508535,03446590
1508567,03446595
1508575,03446597
1508575,03446597
1508596,03446600
1508600,03446601
1508608,03446602
1508613,03446603
1508619,03446604
1508624,03446605
1508629,03446606
1508634,03446607
1508639,03446608
1508643,03446609
1508647,03446610
1508652,03446611
1508658,03446612
